no;Timestamp;incident_id;incident_rel;date;day;month;year;province;province_id;district_city;district_city_id;sub_district;sub_district_id;village;village_id;actor1a;actor1a_t;actor1a_vm;actor1b;actor1b_t;actor1b_vm;actor1_tot;actor2a;actor2a_t;actor2a_vm;actor2b;actor2b_t;actor2b_vm;actor2_tot;violence_form1;violence_form2;weapon_type1;weapon_type2;issue_type1;issue_type2;covid_rel;num_death;num_injured;death_injured;fem_death;fem_injured;child_death;child_injured;infra_damage;infra_destroyed;intervene;intervene_actor1;intervene_actor_type1;intervene_actor2;intervene_actor_type2;intervene_result;inc_desc;notes;
977; 25/01/2022 01:41:09;53MU02032101;;02/03/21;2;3;2021;NUSA TENGGARA TIMUR;53;KOTA KUPANG;5371;KOTA RAJA;5371031;BAKUNASE;5371031001;WARGA;AKTOR NON NEGARA;TIDAK;;;;4;PEKERJA (PUSAT KESEHATAN MASYARAKAT);AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;IYA;;1;1;;;;;;;TIDAK;;;;;;Pada 2 Maret 2021, terjadi penganiayaan terhadap pegawai honorer puskesmas oleh 3 orang warga di Puskesmas Bakunase, Kec. Kota Raja, Kota Kupang, NTT dikarenakan suami korban tidak terima istrinya didiagnosis Covid-19.;COVID-19;
978; 25/01/2022 01:49:54;53MU28042101;;28/04/21;28;4;2021;NUSA TENGGARA TIMUR;53;KABUPATEN TIMOR TENGAH UTARA;5305;BIBOKI FEOTLEU;5305062;KULUAN;5305062002;PEJABAT PUBLIK (KEPALA DESA KULUAN);AKTOR NEGARA;TIDAK;;;;1;WARGA (DESA KULUAN);AKTOR NON NEGARA;TIDAK;PEJABAT PUBLIK (BPD DESA);AKTOR NEGARA;TIDAK;2;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;IYA;PEJABAT PUBLIK (SEKRETARIS DESA);AKTOR NEGARA;PEJABAT PUBLIK (PEMERINTAH DESA);AKTOR NEGARA;BERHASIL;Pada 28 April 2021, terjadi penganiayaan terhadap suami-istri oleh Kepala Desa Kuluan di Kec. Biboki Utara, Kab. TTU, NTT dikarenakan isu cekcok (Pelaku dipengaruhi alkohol);;
979; 25/01/2022 02:27:32;53MU07062101;;07/06/21;7;6;2021;NUSA TENGGARA TIMUR;53;KABUPATEN FLORES TIMUR;5309;LARANTUKA;5309030;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;PEJABAT PUBLIK (BUPATI);AKTOR NEGARA;TIDAK;;;;-99;SERANGAN INFRASTRUKTUR/PENUTUPAN PAKSA;;LAINNYA (BLOKADE/PENYEGELAN);;ISU SUMBER DAYA;;;;;0;;;;;;;TIDAK;;;;;;Pada 7 Juni 2021, warga pemilik lahan di Kec. Larantuka, Kab. Flores Timur, NTT melakukan blokade jalan yang ditujukan kepada pemerintah daerah, khususnya Bupati, yang terkait dengan isu ganti rugi/pembebasan lahan.;;
980; 25/01/2022 02:31:46;53MU01042101;;01/04/21;1;4;2021;NUSA TENGGARA TIMUR;53;KOTA KUPANG;5371;KELAPA LIMA;5371040;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;KRIMINAL (PERAMPOK);AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;TIDAK;;;;;;Pada 1 April 2021, seorang pencuri anjing dihakimi massa di Kec. Kelapa Lima, Kota Kupang, NTT dikarenakan isu main hakim sendiri.;;
981; 25/01/2022 02:43:41;53MU06052101;;06/05/21;6;5;2021;NUSA TENGGARA TIMUR;53;KABUPATEN KUPANG;5303;KUPANG TIMUR;5303140;;;PEMUDA;AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;6;SERANGAN BERSENJATA;SERANGAN TANPA SENJATA;SENJATA API;SENJATA JARAK DEKAT;ISU MAIN HAKIM SENDIRI;;;;2;2;;;;;1;;TIDAK;;;;;;Pada 6 Mei 2021, terjadi penembakan terhadap ayah dan anak oleh kelompok pemuda di Kec. Kupang Timur, Kab. Kupang dikarenakan cekcok.;;
982; 25/01/2022 02:54:52;53MU08062101;;08/06/21;8;6;2021;NUSA TENGGARA TIMUR;53;KABUPATEN LEMBATA;5308;ILE APE;5308030;WATODIRI;5308030004;WARGA;AKTOR NON NEGARA;TIDAK;;;;3;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;IYA;WARGA;AKTOR NON NEGARA;;;BERHASIL;Pada 8 Juni 2021, salah seorang warga di Desa Watodiri, Kec. Ile Ape, Kab. Lembata, NTT dianiaya 3 orang warga dikarenakan menolak mengunggah video ke Facebook.;;
983; 25/01/2022 03:00:22;53MU24042101;;24/04/21;24;4;2021;NUSA TENGGARA TIMUR;53;KABUPATEN KUPANG;5303;KUPANG TENGAH;5303120;PENFUI TIMUR;5303120013;PEMUDA;AKTOR NON NEGARA;TIDAK;;;;11;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;3;3;;;;;;;TIDAK;;;;;;Pada 24 April 2021, terjadi bentrokan kembali antara belasan pemuda dan warga Desa Penfui Timur, Kec. Kupang Tengah, Kab. Kupang, NTT yang mengakibatkan 3 luka. Isu dari insiden ini ialah pemuda tidak terima anggotanya diamuk massa saat ketahuan mencuri (isu balas dendam). Isu ini merupakan keberlanjutan dari insiden 22-23 April 2021;;
984; 25/01/2022 06:39:11;53MU28032101;;28/03/21;28;3;2021;NUSA TENGGARA TIMUR;53;KABUPATEN KUPANG;5303;NEKAMESE;5303111;TALOETAN;5303111002;WARGA;AKTOR NON NEGARA;TIDAK;;;;20;WARGA (DESA TALOETAN);AKTOR NON NEGARA;TIDAK;;;;21;PENGGUSURAN/PEMINDAHAN PAKSA;INTIMIDASI MASSA/PUBLIK;ALAT PEMBAKAR;;ISU SUMBER DAYA;;;;;0;;;;;16;15;TIDAK;;;;;;Pada 28 Maret 2021, puluhan massa datang dan membakar 15 rumah warga dan merusak 6 lainnya serta merusak 10 unit sepeda motor di Desa Taloetan, Kec. Nemakese, Kab. Kupang, NTT. Massa tersebut juga mengancam pendeta untuk dibunuh. Isu dari insiden ini ialah main hakim sendiri terkait dengan sengketa/eksekusi lahan (isu sumber daya).;;
985; 25/01/2022 06:47:55;53MU09122102;;09/12/21;9;12;2021;NUSA TENGGARA TIMUR;53;KABUPATEN MANGGARAI BARAT;5315;KOMODO;5315010;GOLO BILAS;5315010011;WARGA;AKTOR NON NEGARA;TIDAK;;;;4;PEKERJA (GURU MA AR-RAHMAN);AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;IYA;PEKERJA (GURU);AKTOR NEGARA;;;BERHASIL;Pada 9 Desember 2021, terjadi penganiayaan oleh anggota keluarga murid terhadap seorang guru di Desa Golo Bilas, Kec. Komodo, Kab. Manggarai Barat, NTT. Isu dari insiden ini ialah salah paham karena guru tersebut dikira mematahkan kaki muridnya.;;
986; 25/01/2022 06:55:18;53MU03042101;;03/04/21;3;4;2021;NUSA TENGGARA TIMUR;53;KOTA KUPANG;5371;KELAPA LIMA;5371040;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;WARGA;AKTOR NON NEGARA;TIDAK;;;;4;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;TIDAK JELAS;;;;1;1;;;;;;;TIDAK;;;;;;Pada 3 April 2021, terjadi penganiayaan terhadap dua orang warga yang dilakukan oleh sekelompok warga di Kec. Kelapa Lima, Kota Kupang, NTT. Motif dari insiden ini tidak diketahui.;;
987; 25/01/2022 07:03:34;53MU05052101;;05/05/21;5;5;2021;NUSA TENGGARA TIMUR;53;KABUPATEN SIKKA;5310;ALOK TIMUR;5310082;;;PEKERJA INFORMAL (PENGEMUDI TRUK);AKTOR NON NEGARA;TIDAK;;;;1;WARGA (MAUMERE);AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;TIDAK;;;;;;Pada 5 Mei 2021, supir truk yang terlibat kecelakaan hingga menewaskan 1 perempuan dihajar massa di Jalan Trans Flores Maumere, Kec. Alok Timur, Kab. Sikka, NTT. Isu dari insiden ini ialah main hakim sendiri.;;
988; 25/01/2022 07:10:36;53MU03032101;;03/03/21;3;3;2021;NUSA TENGGARA TIMUR;53;KOTA KUPANG;5371;OEBOBO;5371030;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;PEMUDA;AKTOR NON NEGARA;TIDAK;;;;2;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;2;2;;;;;;;TIDAK;;;;;;Pada 3 Maret 2021, terjadi penikaman antara seorang residivis terhadap 2 orang pemuda di Kec. Oebobo, Kota Kupang, NTT. Isu dari insiden ini ialah masalah pribadi, namun tidak jelas apa;;
989; 25/01/2022 07:17:47;53MU05052102;;05/05/21;5;5;2021;NUSA TENGGARA TIMUR;53;KABUPATEN TIMOR TENGAH SELATAN;5304;KOTA SOE;5304030;;;PEKERJA INFORMAL (PENGEMUDI OJEK);AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;4;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;TIDAK JELAS;;;;1;1;;;;;1;;TIDAK;;;;;;Pada 5 Mei 2021, seorang tukang ojek dipanah oleh 4 orang warga yang tidak dikenalnya di depan SPBU di Kec. Kota Soe, Kab. Timor Tengah Selatan, NTT. Isu dari insiden ini tidak diketahui.;;
990; 25/01/2022 07:23:31;53MU26042101;;26/04/21;26;4;2021;NUSA TENGGARA TIMUR;53;KABUPATEN TIMOR TENGAH SELATAN;5304;KUALIN;5304061;ONI;5304061005;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;PEMUDA;AKTOR NON NEGARA;TIDAK;;;;2;KEKERASAN SEKSUAL;PENCULIKAN/PENGURUNGAN;SENJATA JARAK DEKAT;;ISU KEKERASAN SEKSUAL;;;;2;2;;2;;2;;;TIDAK;;;;;;Pada 26 April 2021, seorang pria melakukan penyekapan dan perkosaan terhadap 2 orang perempuan tetangganya di Desa Oni, Kec. Kualin, Kab. TTS, NTT. Isu dari insiden ini ialah kekerasan seksual.;;
991; 25/01/2022 23:59:11;75RM15012101;;15/01/21;15;1;2021;GORONTALO;75;KOTA GORONTALO;7571;DUMBO RAYA;7571023;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;SERANGAN BERSENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;1;1;2;1;;;;;;TIDAK;;;;;;15 Januari 2021 di kediaman mantan istri, seorang mantan suami menikam mantan istrinya bersama suami barunya lantaran sakit hati dan cemburu;;
992; 26/01/2022 00:09:55;75RM03022101;;01/02/21;1;2;2021;GORONTALO;75;KOTA GORONTALO;7571;KOTA UTARA;7571030;;;TNI;AKTOR NEGARA;TIDAK;;;;2;WARGA;AKTOR NON NEGARA;TIDAK;;;;12;SERANGAN BERSENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;2;2;;;;;;;TIDAK;;;;;;1 Februari 2021 di klub queen tiara club seorang anggota tni beserta rekannya dikeroyok oleh massa berjumlah 12 orang yang disebabkan oleh percekcokan dan berakhir menjadi tindakan kekerasan;;
993; 26/01/2022 00:16:30;75RM08022101;;07/02/21;7;2;2021;GORONTALO;75;KABUPATEN GORONTALO;7502;TELAGA BIRU;7502081;PENTADIO BARAT;7502081007;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;TIDAK;;;;;;07 Februari 2021 di Pentadio Resort, korban yang sedang bertugas mengamankan pesta temannya kemudian dikeroyok oleh beberapa orang yang menjadi tamu dari pesta tersebut karena korban yang sebelumnya mencoba untuk menertibkan mereka;;
994; 26/01/2022 20:01:27;14AB17022101;;17/02/21;17;2;2021;RIAU;14;KABUPATEN BENGKALIS;1408;TALANG MUANDAU;1408013;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;TIDAK JELAS;;;1;1;2;;;1;1;;;TIDAK;;;;;;Balita bernama R berumur dua tahun tewas diduga dianiaya ayah tirinya MAB (30). Tidak hanya R namun abangnya D berumur tiga tahun juga dianiaya. Saat ini D dirawat di rumah sakit akibat luka di tubuhnya. Entah apa yang merasuki MAB (30), warga berdomisili di Desa Koto Pait Beringin, Kecamatan Talang Muandau, Kabupaten Bengkalis dengan tega menganiaya dua anak tirinya, R berumur 2 tahun dan D berumur 3 tahun hanya karena hal sepele, Rabu (17/2) lalu.;;
995; 26/01/2022 20:17:19;18AB25022101;;25/02/21;25;2;2021;LAMPUNG;18;KOTA BANDAR LAMPUNG;1871;TELUK BETUNG SELATAN;1871020;;;WARGA;AKTOR NON NEGARA;TIDAK;ANAK KECIL;AKTOR NON NEGARA;TIDAK;2;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;TIDAK JELAS;;;1;1;2;;;1;;;;TIDAK;;;;;;Seorang pria di Bandar Lampung bernama Fery (34) tak pernah menyangka akan diselingkuhi oleh istrinya AO (35). Tak pernah menaruh curiga sedikitpun, Fery kaget setelah mengetahui sang istri berselingkuh. Tak hanya itu, istrinya pun kini menjadi tersangka atas kasus pembunuhan terhadap bayinya sendiri.;;
996; 27/01/2022 11:11:23;94HS30012101;;30/01/21;30;1;2021;PAPUA;94;KABUPATEN INTAN JAYA;9435;SUGAPA;9435020;;;KELOMPOK KRIMINAL BERSENJATA PAPUA (KKB PAPUA);AKTOR NON NEGARA;TIDAK;;;;-99;WARGA;AKTOR NON NEGARA;IYA;;;;1;SERANGAN BERSENJATA;;SENJATA API;;ISU SEPARATISME;;;1;;1;;;;;;;TIDAK;;;;;;Pada tanggal 30 Januari 2021, seorang warga sipil tewas tertembak KKB di perbatasan Distrik Sugapa-Distrik Homeyo, Kabupaten Intan Jaya, Provinsi Papua. Korban diduga menjadi mata-mata untuk Polri. Penembakan ini merupakan dampak dari konflik antara pemerintah Indonesia dengan KKB di Kabupaten Intan Jaya.;;
997; 27/01/2022 11:25:40;94HS09022101;;09/02/21;9;2;2021;PAPUA;94;KABUPATEN INTAN JAYA;9435;SUGAPA;9435020;;;KELOMPOK KRIMINAL BERSENJATA PAPUA (KKB PAPUA);AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;IYA;;;;1;SERANGAN BERSENJATA;;SENJATA API;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;TIDAK;;;;;;Pada tanggal 9 Februari 2021, seorang warga yang hendak membeli minyak dari pelaku (yang menyamar sebagai penjual minyak) ditembak oleh pelaku setelah terjadi kesalahpahaman di Distrik Sugapa, Kabupaten Intan Jaya, Provinsi Papua. Pelaku melarikan diri.;;
998; 27/01/2022 11:37:24;94HS09022102;;09/02/21;9;2;2021;PAPUA;94;KABUPATEN PUNCAK;9433;ILAGA;9433030;JENGGERPAGA;9433030019;KELOMPOK KRIMINAL BERSENJATA PAPUA (KKB PAPUA);AKTOR NON NEGARA;TIDAK;;;;6;WARGA;AKTOR NON NEGARA;IYA;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU SEPARATISME;;;1;;1;;;;;;;TIDAK;;;;;;Pada tanggal 9 Februari 2021, seorang warga dari Makassar bernama Rusman Heidar (30) tewas dianiaya sekelompok KKB berjumlah enam orang di Kabupaten Puncak Jaya, Provinsi Papua. Pasukan TNI-Polri tiba di lokasi keesokan harinya (10/2) dan terjadi kontak tembak dengan KKB.;;
999; 27/01/2022 11:37:40;94HS10022102;;10/02/21;10;2;2021;PAPUA;94;KABUPATEN PUNCAK;9433;ILAGA;9433030;JENGGERPAGA;9433030019;KELOMPOK KRIMINAL BERSENJATA PAPUA (KKB PAPUA);AKTOR NON NEGARA;TIDAK;;;;-99;POLISI;AKTOR NEGARA;TIDAK;TNI;AKTOR NEGARA;TIDAK;-99;SERANGAN BERSENJATA;;SENJATA API;;ISU SEPARATISME;;;;;0;;;;;;;TIDAK;;;;;;Pada tanggal 9 Februari 2021, seorang warga dari Makassar bernama Rusman Heidar (30) tewas dianiaya sekelompok KKB berjumlah enam orang di Kabupaten Puncak Jaya, Provinsi Papua. Pasukan TNI-Polri tiba di lokasi keesokan harinya (10/2) dan terjadi kontak tembak dengan KKB.;;
1000; 27/01/2022 11:48:54;94HS12022101;;12/02/21;12;2;2021;PAPUA;94;KABUPATEN INTAN JAYA;9435;SUGAPA;9435020;MAMBA;9435020005;KELOMPOK KRIMINAL BERSENJATA PAPUA (KKB PAPUA);AKTOR NON NEGARA;TIDAK;;;;2;TNI (ANGKATAN DARAT);AKTOR NEGARA;TIDAK;;;;2;SERANGAN BERSENJATA;;SENJATA API;KENDARAAN, DILUAR BOM;ISU SEPARATISME;;;;1;1;;;;;;;TIDAK;;;;;;Pada tanggal 12 Februari 2021, dua orang KKB mengendarai motor dan menembak Praka Hendra Sipayung di Kampung Mamba, Distrik Sugapa, Kabupaten Intan Jaya, Provinsi Papua. Korban hendak mengunjungi kios bersama seorang rekannya ketika insiden terjadi.;;
1001; 27/01/2022 11:53:47;31AS31032101;;31/03/21;31;3;2021;DKI JAKARTA;31;KOTA JAKARTA SELATAN;3171;;;;;JEMAAH ISLAMIYAH (JI);AKTOR NON NEGARA;TIDAK;;;;1;POLISI;AKTOR NEGARA;TIDAK;;;;-99;SERANGAN BERSENJATA;;SENJATA API;;ISU TERORISME;;;1;;1;1;;;;;;IYA;POLISI;AKTOR NEGARA;;;BERHASIL;Pada tanggal 31 Maret 2021 di Mabespolri, Jakarta Selatan, seorang teroris menembus kompleks mabes polri dan mengeluarkan senjata api. Namun, berhasil digagalkan oleh pihak kepolisian yang menyebabkan teroris tersebut tewas;;
1002; 27/01/2022 11:54:57;94HS15022101;;15/02/21;15;2;2021;PAPUA;94;KABUPATEN INTAN JAYA;9435;SUGAPA;9435020;MAMBA;9435020005;KELOMPOK KRIMINAL BERSENJATA PAPUA (KKB PAPUA);AKTOR NON NEGARA;TIDAK;;;;-99;TNI (BATALYON YONIF 400/BR);AKTOR NEGARA;TIDAK;;;;-99;SERANGAN BERSENJATA;;SENJATA API;;ISU SEPARATISME;;;1;;1;;;;;;;IYA;TNI (BATALYON YONIF 400/BR);AKTOR NEGARA;;;TIDAK BERHASIL;Pada tanggal 15 Februari 2021, seorang prajurit TNI-AD dari Yonif 400/BR bernama Prada Ginanjar tewas dalam kontak tembak dengan KKB di Kampung Mamba, Distrik Sugapa, Kabupaten Intan Jaya, Provinsi Papua.;;
1003; 27/01/2022 12:02:06;94HS16022101;;16/02/21;16;2;2021;PAPUA;94;KABUPATEN PUNCAK JAYA;9411;;;;;KELOMPOK KRIMINAL BERSENJATA PAPUA (KKB PAPUA);AKTOR NON NEGARA;TIDAK;;;;-99;PERUSAHAAN (PT PALAPA RING TIMUR);AKTOR PERUSAHAAN SWASTA;TIDAK;;;;-99;SERANGAN INFRASTRUKTUR/PENUTUPAN PAKSA;;SENJATA JARAK DEKAT;ALAT PEMBAKAR;ISU SEPARATISME;;;;;0;;;;;1;;TIDAK;;;;;;Pada tanggal 16 Februari 2021, kelompok KKB melakukan pengrusakan pada infrastruktur BTS milik PT. Palapa Ring Timur di B5 Kabupaten Puncak Jaya, Provinsi Papua.;;
1004; 27/01/2022 12:04:38;31AS01032101;;01/03/21;1;3;2021;DKI JAKARTA;31;KOTA JAKARTA PUSAT;3173;MENTENG;3173020;;;GENG MOTOR (UTARA);AKTOR NON NEGARA;TIDAK;;;;-99;POLISI;AKTOR NEGARA;TIDAK;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;TIDAK;;;;;;Pada tanggal 1 Maret 2021 di Menteng, Jakarta Pusat. Geng motor Utara melakukan keributan di wilayah tersebut, saat hendak dibubarkan oleh polisi, para geng motor melakukan penganiayaan terhadap seorang polisi menggunakan golok.;;
1005; 27/01/2022 12:10:06;94HS16022102;;16/02/21;16;2;2021;PAPUA;94;KABUPATEN PUNCAK;9433;BEOGA;9433070;YULOGOMA;9433070003;KELOMPOK KRIMINAL BERSENJATA PAPUA (KKB PAPUA);AKTOR NON NEGARA;TIDAK;;;;3;WARGA;AKTOR NON NEGARA;IYA;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU SUMBER DAYA;;;;1;1;;1;;;;;IYA;WARGA;AKTOR NON NEGARA;;;BERHASIL;Pada tanggal 16 Februari 2021, seorang warga bernama Deljati Pamean mengalami penganiayaan oleh tiga orang KKB saat menjaga kiosnya di Yulukoma, Distrik Bioga, Kabupaten Puncak Jaya, Provinsi Papua. Para pelaku menanyakan keberadaan suami korban sebelum mencoba menyerangnya menggunakan parang. Insiden diintervensi oleh seorang warga lainnya.;;
1006; 27/01/2022 12:14:05;31AS04032101;;04/03/21;4;3;2021;JAWA BARAT;32;KABUPATEN INDRAMAYU;3212;KROYA;3212020;TEMIYANGSARI;3212020007;PEKERJA INFORMAL (PENGAMEN);AKTOR NON NEGARA;TIDAK;;;;2;PELAJAR (SMP);AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;1;;1;;;1;;;;TIDAK;;;;;;Pada tanggal 4 Maret 2021 di Kab. Indramayu, Jawa Barat. Dua pengamen melakukan pengeroyokan terhadap pelajar SMP hingga tewas. Peristiwa terjadi karena pengamen tersebut mengira korban pelajar SMP pernah melakukan pengeroyokan terhadap pengamen tersebut, karena dendam pengamen menganiayanya hingga tewas;;
1007; 27/01/2022 12:18:05;94HS19022101;;19/02/21;19;2;2021;PAPUA;94;KABUPATEN PUNCAK;9433;ILAGA;9433030;;;KELOMPOK KRIMINAL BERSENJATA PAPUA (KKB PAPUA);AKTOR NON NEGARA;TIDAK;;;;-99;TNI (KORPS PASUKAN GERAK CEPAT ANGKATAN UDARA);AKTOR NEGARA;TIDAK;;;;-99;SERANGAN BERSENJATA;;SENJATA API;;ISU SEPARATISME;;;1;;1;;;;;;;IYA;POLISI (KEPOLISIAN RESOR PUNCAK);AKTOR NEGARA;TNI (ANGKATAN DARAT);AKTOR NEGARA;BERHASIL;Pada tanggal 19 Februari 2021, terjadi kontak tembak di Bandara Ilaga antara KKB dengan pasukan Paskhas, TNI-AD, dan Polres Puncak di Kabupaten Puncak Jaya, Provinsi Papua. Satu orang KKB tewas.;;
1008; 27/01/2022 12:25:16;94HS28022101;;28/02/21;28;2;2021;PAPUA;94;KABUPATEN INTAN JAYA;9435;HITADIPA;9435030;;;KELOMPOK KRIMINAL BERSENJATA PAPUA (KKB PAPUA);AKTOR NON NEGARA;TIDAK;;;;2;TNI;AKTOR NEGARA;TIDAK;;;;-99;SERANGAN BERSENJATA;;SENJATA API;;ISU SEPARATISME;;;1;;1;;;;;;;TIDAK;;;;;;Pada tanggal 28 Februari 2021, dua orang KKB menyerbu pergeseran pasukan TNI di Distrik Hitadipa, Kabupaten Intan Jaya, Provinsi Papua. Satu orang KKB tewas tertembak dan satu lagi melarikan diri.;;
1009; 27/01/2022 12:28:54;94HS28022102;;28/02/21;28;2;2021;PAPUA;94;KABUPATEN MIMIKA;9412;TEMBAGAPURA;9412032;;;KELOMPOK KRIMINAL BERSENJATA PAPUA (KKB PAPUA);AKTOR NON NEGARA;TIDAK;;;;6;TNI;AKTOR NEGARA;TIDAK;POLISI;AKTOR NEGARA;TIDAK;-99;SERANGAN BERSENJATA;;SENJATA API;;ISU SEPARATISME;;;;;0;;;;;;;TIDAK;;;;;;Pada tanggal 28 Februari 2021, enam orang KKB dengan 2 pucuk senjata melakukan penyerangan terhadap patroli gabungan TNI-Polri di Mile 53, Tembagapura, Provinsi Papua. Tidak ada korban dalam insiden ini.;;
1010; 27/01/2022 12:31:44;32AS20032101;;20/03/21;20;3;2021;JAWA BARAT;32;KOTA DEPOK;3276;LIMO;3276060;;;KRIMINAL (PERAMPOK);AKTOR NON NEGARA;TIDAK;;;;2;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU KRIMINAL;;;;1;1;;;;;;;IYA;WARGA (LIMO);AKTOR NON NEGARA;;;BERHASIL;Pada tanggal 20 Maret 2021 di Kota Depok, 2 pelaku berusaha melakukan pembegalan motor terhadap seorang warga dengan menggunakan bangku, aksi tersebut gagal dan salah satu pelaku berhasil ditangkap warga;;
1011; 27/01/2022 12:41:12;94HS06032101;;06/03/21;6;3;2021;PAPUA;94;KABUPATEN INTAN JAYA;9435;SUGAPA;9435020;;;TNI (BATALYON INFANTRI RAIDER 715/MTL);AKTOR NEGARA;TIDAK;;;;-99;KELOMPOK KRIMINAL BERSENJATA PAPUA (KKB PAPUA);AKTOR NON NEGARA;TIDAK;;;;4;SERANGAN BERSENJATA;;SENJATA API;;ISU SEPARATISME;;;1;1;2;;;;;;;TIDAK;;;;;;Pada tanggal 6 Maret 2021, terjadi kontak tembak antara empat orang anggota KKB dengan Tim Alap-Alap 2 dari Batalyon Infantri Raider 715/MTL di Distrik Sugapa, Kabupaten Intan Jaya, Provinsi Papua. Sebanyak satu orang anggota KKB tewas tertembak, sementara satu lainnya terluka namun melarikan diri.;;
1012; 27/01/2022 12:50:00;94HS07032101;;07/03/21;7;3;2021;PAPUA;94;KABUPATEN MIMIKA;9412;MIMIKA TIMUR;9412020;POMAKO;9412020004;WARGA;AKTOR NON NEGARA;IYA;;;;1;WARGA;AKTOR NON NEGARA;IYA;;;;-99;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;IYA;POLISI (KEPOLISIAN SEKTOR MIMIKA TIMUR);AKTOR NEGARA;;;BERHASIL;Pada tanggal 7 Maret 2021, seorang warga pemabuk menyebabkan kericuhan di Jalan Pomako, Kampung Asmat, Kabupaten Mimika, Provinsi Papua. Hal ini menyebabkan warga sekitar gusar dan menyerang pemabuk tersebut dengan senjata jarak dekat. Insiden diintervensi oleh anggota dari Polsek Mimika Timur.;;
1013; 27/01/2022 12:52:43;32AS28022101;;28/02/21;28;2;2021;JAWA BARAT;32;KABUPATEN BANDUNG BARAT;3217;PADALARANG;3217090;;;GENG MOTOR;AKTOR NON NEGARA;TIDAK;;;;-99;GENG MOTOR;AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;TIDAK JELAS;;;1;1;2;;;;;;1;TIDAK;;;;;;Pada tanggal 28 Februari 2021 di Kab. Bandung Barat. Dua gerombolan motor terlibat bentrok yang mengakibatkan 1 warga terluka, 1 anggota gerombolan motor tewas dan 1 motor dibakar;;
